"Url","Status","ContentType","ContentLength","Error"
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a3-portrait-white.jpg","200","image/jpeg","478825",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a3-portrait-white.jpg","200","image/jpeg","400101",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a4-portrait-black.jpg","200","image/jpeg","336418",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a4-portrait-black.jpg","200","image/jpeg","447912",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a4-portrait-black.jpg","200","image/jpeg","400115",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a4-portrait-natural.jpg","200","image/jpeg","342685",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a4-portrait-natural.jpg","200","image/jpeg","455767",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a4-portrait-natural.jpg","200","image/jpeg","532881",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock1-a4-portrait-white.jpg","200","image/jpeg","337352",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/mock2-a4-portrait-white.jpg","200","image/jpeg","449400",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/fap/hero-a4-portrait-white.jpg","200","image/jpeg","412772",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/gre/hero.jpg","200","image/jpeg","748637",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/pos/hero.jpg","200","image/jpeg","278027",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/pos/mock1.jpg","200","image/jpeg","290625",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74/pos/mock2.jpg","200","image/jpeg","196862",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock1-16x12-landscape.jpg","200","image/jpeg","567388",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock2-16x12-landscape.jpg","200","image/jpeg","459995",""
"https://photos.studiotj.com/2025-05-22-LeidenPolderpark/2025-05-22-LeidenPolderpark (91)-hero.webp","200","image/webp","111102",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/hero-16x12-landscape.jpg","200","image/jpeg","327784",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock1-20x16-landscape.jpg","200","image/jpeg","583104",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock2-20x16-landscape.jpg","200","image/jpeg","483887",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/hero-20x16-landscape.jpg","200","image/jpeg","336969",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock1-40x30-landscape.jpg","200","image/jpeg","640633",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/mock2-40x30-landscape.jpg","200","image/jpeg","657546",""
"https://photos.studiotj.com/shop/mockups/2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-91/can/hero-40x30-landscape.jpg","200","image/jpeg","320478",""
