mdx_path,photo_id,family,size,sku,variant_id,mdx_price_cents,expected_price_cents,price_ok,prodigi_status,photo_url,photo_dimensions,dpi_at_size,status,notes
content/products/photo-atmospheric-leiden-068-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,gre,7x5,GLOBAL-GRE-MOH-7X5-BLA-100,photo-atmospheric-leiden-068-gre-7x5-pack100,23100,23100,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,800,OK,
content/products/photo-atmospheric-leiden-068-hge.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hge,16x20,GLOBAL-HGE-16X20,photo-atmospheric-leiden-068-hge-16x20,2400,2400,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,250,OK,
content/products/photo-atmospheric-leiden-068-hge.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hge,a5,GLOBAL-HGE-A5,photo-atmospheric-leiden-068-hge-a5,600,600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,686,OK,
content/products/photo-atmospheric-leiden-068-hge.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hge,24x36,GLOBAL-HGE-24X36,photo-atmospheric-leiden-068-hge-24x36,5850,5850,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,167,OK,
content/products/photo-atmospheric-leiden-068-hge.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hge,a4,GLOBAL-HGE-A4,photo-atmospheric-leiden-068-hge-a4,900,900,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-068-hge.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hge,a3,GLOBAL-HGE-A3,photo-atmospheric-leiden-068-hge-a3,1800,1800,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-068-hpr.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hpr,16x20,GLOBAL-HPR-16X20,photo-atmospheric-leiden-068-hpr-16x20,2400,2400,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,250,OK,
content/products/photo-atmospheric-leiden-068-hpr.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hpr,a5,GLOBAL-HPR-A5,photo-atmospheric-leiden-068-hpr-a5,600,600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,686,OK,
content/products/photo-atmospheric-leiden-068-hpr.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hpr,24x36,GLOBAL-HPR-24X36,photo-atmospheric-leiden-068-hpr-24x36,5850,5850,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,167,OK,
content/products/photo-atmospheric-leiden-068-hpr.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hpr,a4,GLOBAL-HPR-A4,photo-atmospheric-leiden-068-hpr-a4,900,900,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-068-hpr.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-68,hpr,a3,GLOBAL-HPR-A3,photo-atmospheric-leiden-068-hpr-a3,1800,1800,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-068/master.jpg,4000x6000,342,OK,
