product_id,family,collection,variant_size,margin_pct,price_cents,base_eu_eur,base_us_usd,revenue_usd_at_fx,us_cost_usd,gross_margin_usd,status
photo-mono-asp-312-ema-a4,ema,monochrome-moods,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-mono-asp-312-ema-a3,ema,monochrome-moods,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-mono-asp-312-fap-a4-black,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-312-fap-a4-natural-oak,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-312-fap-a4-white,fap,monochrome-moods,a4,60,5600,35,35,65.604,35,30.604,OK
photo-mono-asp-312-fap-a3-black,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-312-fap-a3-natural-oak,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-312-fap-a3-white,fap,monochrome-moods,a3,60,8000,50,50,93.72,50,43.72,OK
photo-mono-asp-312-hge-a5,hge,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-312-hge-a4,hge,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-312-hge-a3,hge,monochrome-moods,a3,50,1800,12,16,21.087,16,5.087,OK
photo-mono-asp-312-hpr-a5,hpr,monochrome-moods,a5,50,600,4,4,7.029,4,3.029,OK
photo-mono-asp-312-hpr-a4,hpr,monochrome-moods,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-mono-asp-312-hpr-a3,hpr,monochrome-moods,a3,50,1800,12,12,21.087,12,9.087,OK
photo-mono-asp-312-pos-6x4-pack10,pos,monochrome-moods,6x4,350,2700,6,6,31.6305,6,25.6305,OK
photo-mono-asp-312-pos-6x4-pack20,pos,monochrome-moods,6x4,350,4950,11,11,57.9892,11,46.9892,OK
photo-mono-asp-312-pos-6x4-pack50,pos,monochrome-moods,6x4,350,11250,25,25,131.7938,25,106.7938,OK
photo-mono-asp-312-pos-6x4-pack100,pos,monochrome-moods,6x4,350,19800,44,44,231.957,44,187.957,OK
photo-mono-asp-312-pos-7x5-pack10,pos,monochrome-moods,7x5,350,4050,9,9,47.4457,9,38.4457,OK
photo-mono-asp-312-pos-7x5-pack20,pos,monochrome-moods,7x5,350,7200,16,16,84.348,16,68.348,OK
photo-mono-asp-312-pos-7x5-pack50,pos,monochrome-moods,7x5,350,17550,39,39,205.5982,39,166.5982,OK
photo-mono-asp-312-pos-7x5-pack100,pos,monochrome-moods,7x5,350,32850,73,73,384.8377,73,311.8377,OK
photo-signature-thehague-148-can-16x12,can,the-signature-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-signature-thehague-148-can-20x16,can,the-signature-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-signature-thehague-148-can-40x30,can,the-signature-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-signature-thehague-148-clp-16x20,clp,the-signature-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-signature-thehague-148-clp-24x36,clp,the-signature-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-signature-thehague-148-ema-16x20,ema,the-signature-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-signature-thehague-148-ema-a5,ema,the-signature-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-signature-thehague-148-ema-24x36,ema,the-signature-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-signature-thehague-148-ema-a4,ema,the-signature-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-signature-thehague-148-ema-a3,ema,the-signature-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-signature-thehague-148-fap-a4-black,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-148-fap-a4-natural-oak,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-148-fap-a4-white,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-148-fap-a3-black,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-148-fap-a3-natural-oak,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-148-fap-a3-white,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-148-gre-6x4-pack10,gre,the-signature-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-signature-thehague-148-gre-6x4-pack20,gre,the-signature-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-signature-thehague-148-gre-6x4-pack50,gre,the-signature-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-signature-thehague-148-gre-6x4-pack100,gre,the-signature-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-signature-thehague-148-gre-7x5-pack10,gre,the-signature-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-signature-thehague-148-gre-7x5-pack20,gre,the-signature-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-signature-thehague-148-gre-7x5-pack50,gre,the-signature-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-signature-thehague-148-gre-7x5-pack100,gre,the-signature-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-signature-thehague-148-hge-16x20,hge,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-148-hge-a5,hge,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-148-hge-24x36,hge,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-148-hge-a4,hge,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-148-hge-a3,hge,the-signature-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-signature-thehague-148-hpr-16x20,hpr,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-148-hpr-a5,hpr,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-148-hpr-24x36,hpr,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-148-hpr-a4,hpr,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-148-hpr-a3,hpr,the-signature-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-signature-thehague-153-can-16x12,can,the-signature-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-signature-thehague-153-can-20x16,can,the-signature-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-signature-thehague-153-can-40x30,can,the-signature-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-signature-thehague-153-clp-16x20,clp,the-signature-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-signature-thehague-153-clp-24x36,clp,the-signature-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-signature-thehague-153-ema-16x20,ema,the-signature-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-signature-thehague-153-ema-a5,ema,the-signature-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-signature-thehague-153-ema-24x36,ema,the-signature-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-signature-thehague-153-ema-a4,ema,the-signature-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-signature-thehague-153-ema-a3,ema,the-signature-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-signature-thehague-153-fap-a4-black,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-153-fap-a4-natural-oak,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-153-fap-a4-white,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-153-fap-a3-black,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-153-fap-a3-natural-oak,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-153-fap-a3-white,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-153-gre-6x4-pack10,gre,the-signature-collection,6x4,250,2800,8,8,32.802,8,24.802,OK
photo-signature-thehague-153-gre-6x4-pack20,gre,the-signature-collection,6x4,250,5250,15,15,61.5038,15,46.5037,OK
photo-signature-thehague-153-gre-6x4-pack50,gre,the-signature-collection,6x4,250,12600,36,36,147.609,36,111.609,OK
photo-signature-thehague-153-gre-6x4-pack100,gre,the-signature-collection,6x4,250,23100,66,66,270.6165,66,204.6165,OK
photo-signature-thehague-153-gre-7x5-pack10,gre,the-signature-collection,7x5,250,2800,8,8,32.802,8,24.802,OK
photo-signature-thehague-153-gre-7x5-pack20,gre,the-signature-collection,7x5,250,5250,15,15,61.5038,15,46.5037,OK
photo-signature-thehague-153-gre-7x5-pack50,gre,the-signature-collection,7x5,250,12600,36,36,147.609,36,111.609,OK
photo-signature-thehague-153-gre-7x5-pack100,gre,the-signature-collection,7x5,250,23100,66,66,270.6165,66,204.6165,OK
photo-signature-thehague-153-hge-16x20,hge,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-153-hge-a5,hge,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-153-hge-24x36,hge,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-153-hge-a4,hge,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-153-hge-a3,hge,the-signature-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-signature-thehague-153-hpr-16x20,hpr,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-153-hpr-a5,hpr,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-153-hpr-24x36,hpr,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-153-hpr-a4,hpr,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-153-hpr-a3,hpr,the-signature-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-signature-thehague-187-can-16x12,can,the-signature-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-signature-thehague-187-can-20x16,can,the-signature-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-signature-thehague-187-can-40x30,can,the-signature-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-signature-thehague-187-clp-16x20,clp,the-signature-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-signature-thehague-187-clp-24x36,clp,the-signature-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-signature-thehague-187-ema-16x20,ema,the-signature-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-signature-thehague-187-ema-a5,ema,the-signature-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-signature-thehague-187-ema-24x36,ema,the-signature-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-signature-thehague-187-ema-a4,ema,the-signature-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-signature-thehague-187-ema-a3,ema,the-signature-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-signature-thehague-187-fap-a4-black,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-187-fap-a4-natural-oak,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-187-fap-a4-white,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-187-fap-a3-black,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-187-fap-a3-natural-oak,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-187-fap-a3-white,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-187-hge-16x20,hge,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-187-hge-a5,hge,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-187-hge-24x36,hge,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-187-hge-a4,hge,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-187-hge-a3,hge,the-signature-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-signature-thehague-187-hpr-16x20,hpr,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-187-hpr-a5,hpr,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-187-hpr-24x36,hpr,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-187-hpr-a4,hpr,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-187-hpr-a3,hpr,the-signature-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-signature-thehague-194-can-16x12,can,the-signature-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-signature-thehague-194-can-20x16,can,the-signature-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-signature-thehague-194-can-40x30,can,the-signature-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-signature-thehague-194-clp-16x20,clp,the-signature-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-signature-thehague-194-clp-24x36,clp,the-signature-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-signature-thehague-194-ema-16x20,ema,the-signature-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-signature-thehague-194-ema-a5,ema,the-signature-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-signature-thehague-194-ema-24x36,ema,the-signature-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-signature-thehague-194-ema-a4,ema,the-signature-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-signature-thehague-194-ema-a3,ema,the-signature-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-signature-thehague-194-fap-a4-black,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-194-fap-a4-natural-oak,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-194-fap-a4-white,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-194-fap-a3-black,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-194-fap-a3-natural-oak,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-194-fap-a3-white,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-194-hge-16x20,hge,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-194-hge-a5,hge,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-194-hge-24x36,hge,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-194-hge-a4,hge,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-194-hge-a3,hge,the-signature-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-signature-thehague-194-hpr-16x20,hpr,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-194-hpr-a5,hpr,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-194-hpr-24x36,hpr,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-194-hpr-a4,hpr,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-194-hpr-a3,hpr,the-signature-collection,a3,50,1800,12,12,21.087,12,9.087,OK
photo-signature-thehague-218-can-16x12,can,the-signature-collection,16x12,70,4080,24,24,47.7972,24,23.7972,OK
photo-signature-thehague-218-can-20x16,can,the-signature-collection,20x16,70,5100,30,30,59.7465,30,29.7465,OK
photo-signature-thehague-218-can-40x30,can,the-signature-collection,40x30,70,10880,64,64,127.4592,64,63.4592,OK
photo-signature-thehague-218-clp-16x20,clp,the-signature-collection,16x20,150,2250,9,9,26.3588,9,17.3588,OK
photo-signature-thehague-218-clp-24x36,clp,the-signature-collection,24x36,150,4250,17,17,49.7888,17,32.7888,OK
photo-signature-thehague-218-ema-16x20,ema,the-signature-collection,16x20,70,1530,9,15,17.924,15,2.924,EROSION
photo-signature-thehague-218-ema-a5,ema,the-signature-collection,a5,70,595,3.5,3.5,6.9704,3.5,3.4704,OK
photo-signature-thehague-218-ema-24x36,ema,the-signature-collection,24x36,70,3060,18,22,35.8479,22,13.8479,OK
photo-signature-thehague-218-ema-a4,ema,the-signature-collection,a4,70,850,5,5,9.9578,5,4.9578,OK
photo-signature-thehague-218-ema-a3,ema,the-signature-collection,a3,70,1190,7,14,13.9408,14,-0.0591,LOSS
photo-signature-thehague-218-fap-a4-black,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-218-fap-a4-natural-oak,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-218-fap-a4-white,fap,the-signature-collection,a4,60,5600,35,35,65.604,35,30.604,OK
photo-signature-thehague-218-fap-a3-black,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-218-fap-a3-natural-oak,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-218-fap-a3-white,fap,the-signature-collection,a3,60,8000,50,50,93.72,50,43.72,OK
photo-signature-thehague-218-hge-16x20,hge,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-218-hge-a5,hge,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-218-hge-24x36,hge,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-218-hge-a4,hge,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-218-hge-a3,hge,the-signature-collection,a3,50,1800,12,16,21.087,16,5.087,OK
photo-signature-thehague-218-hpr-16x20,hpr,the-signature-collection,16x20,50,2400,16,16,28.116,16,12.116,OK
photo-signature-thehague-218-hpr-a5,hpr,the-signature-collection,a5,50,600,4,4,7.029,4,3.029,OK
photo-signature-thehague-218-hpr-24x36,hpr,the-signature-collection,24x36,50,5850,39,39,68.5327,39,29.5327,OK
photo-signature-thehague-218-hpr-a4,hpr,the-signature-collection,a4,50,900,6,6,10.5435,6,4.5435,OK
photo-signature-thehague-218-hpr-a3,hpr,the-signature-collection,a3,50,1800,12,12,21.087,12,9.087,OK
